"manufacturer" "model" "description" "euro_standard" "transmission_type" "engine_capacity" "fuel_type" "urban_metric" "extra_urban_metric" "combined_metric" "noise_level" "co2" "co_emissions" "nox_emissions"
"Toyota" "Avensis" "2009 2.2 D-4-D Tspirit Tourer 150" "5" "Manual" 2231 "Diesel" 7.1 4.8 5.6 73 152 161.2 161.8
"BMW" "3 Series Gran Turismo F34, From June 2013" "335i Gran Turismo - 225/50 R18 tyres front / 255/45 R18 tyres rear" "5" "Automatic" 2979 "Petrol" 10.9 5.8 7.7 70 179 191 31
"Fiat" "Idea" "1.4 16v" "4" "Manual" 1368 "Petrol" 8.5 5.5 6.6 72 157 448 37
"Volkswagen" "Touran" "1.9 TDI (90 PS)" "4" "Manual" 1896 "Diesel" 7.5 5.3 6 73 157 116 196
"Audi" "A6 Avant" "2.8 V6 FSI 210PS" "4" "Manual" 2773 "Petrol" 13 6.4 8.8 71 209 244 49
"Lexus" "GS MY2011" "GS450h 18\" wheels" "5" "Automatic" 3456 "Hybrid" 9.3 7.1 7.7 72.1 180 149 6
"Volkswagen" "Golf 3 / 5 Door (from NOV 06 Wk 45 >)" "2.0 TFSI (230 PS) DSG GTi Edition 30" "4" "Automatic" 1984 "Petrol" 10.7 6.2 7.9 71 188 317 19
"Audi" "Audi A4 Saloon (Standard, SE & Sport)" "3.0 V6 Quattro (220 PS)" "4" "Manual" 2976 "Petrol" 15 8.1 10.6 72 254 500 100
"Peugeot" "1007" "1.6 HDi FAP (110 bhp)" "4" "Manual" 1560 "Diesel" 6 4.1 4.8 74 125 68 218
"BMW" "3 Series E46" "318i Touring (up to February 2004 production)" "3" "Automatic" 1995 "Petrol" 11.4 6.4 8.2 74 199 800 100
"Smart" "forfour" "1.5Td 68 bhp (175 tyres)" "4" "Automatic" 1493 "Diesel" 5.5 3.8 4.4 75 116 90 204
"Volkswagen" "Golf Estate" "1.2 TSI (105ps)" "5" "Manual" 1197 "Petrol" 7.2 5 5.8 70 136 697 32
"Volvo" "S60 Model Year 2002" "D5 (163 bhp)" "3" "Automatic" 2401 "Diesel" 10.7 5.8 7.6 72 201 200 400
"Toyota" "Auris Hybrid MY2010" "T4 89g 1.8 VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 3.8 3.8 3.8 70 89 171 6
"Renault" "Laguna II Ph 2 Hatchback" "1.9 dCi 95" "4" "Manual" 1870 "Diesel" 7.8 4.8 5.9 70.9 157 476 210
"Seat" "Altea (from NOV 06 Wk 45 >)" "1.9 TDI (105 PS)" "4" "Manual" 1896 "Diesel" 6.9 4.5 5.4 71 146 51 191
"Land Rover" "Discovery 3" "4.4 V8" "4" "Automatic" 4394 "Petrol" 20.9 12.1 15 73 354 958 29
"Corvette" "Corvette, MY2007 2 Door Coupé" "6.0 V8" "4" "Manual" 5967 "Petrol" 19.8 9.1 13 74 310 778 22
"Citroen" "Grand C4 Picasso" "e-HDi 110 Airdream EGS6 Platinum" "5" "Automatic" 1560 "Diesel" 5.4 4.8 5 72.2 132 238 151
"BMW" "3 Series E46" "330i Touring - SMG" "3" "Manual" 2979 "Petrol" 12.9 7.1 9.3 74 222 269 9
"Lexus" "CT MY2011" "CT200h" "5" "Automatic" 1798 "Hybrid" 4.1 4 4.1 68 94 187 3
"Ford" "Mondeo, Pre 2009ﾽ Model Year" "1.8 Duratorq TDCi (125PS) Saloon" "4" "Manual" 1753 "Diesel" 7.5 4.8 5.8 69 154 344 226
"Mercedes-Benz" "C-Class Estate Model Year 2012" "C 220 CDI with 18 inch rear wheels ECO Start/Stop" "5" "Automatic" 2143 "Diesel" 6.4 4.6 5.3 70 138 163 160
"Volkswagen" "Passat Estate" "2.0 TDI 140PS BlueMotion Technology Highline" "5" "Manual" 1968 "Diesel" 5.6 4 4.6 70 120 238 94
"Bentley Motors" "Continental" "GTC Speed" "4" "Automatic" 5998 "Petrol" 25.3 11.6 16.6 74 396 647 25
"Vauxhall" "Vectra, MY2005" "1.9CDTi 16v 150PS 5 Door Hatchback without 18\"/19\" tyre From VIN: W0L0ZCF6851035873" "4" "Automatic" 1910 "Diesel" 9.5 5.4 6.9 70 186 31 221
"Nissan" "Primera - P11 Series" "2.0 Estate S, SE, Sports Plus" "3" "Automatic" 1998 "Petrol" 12.2 6.7 8.7 69 211 480 57
"Ford" "Focus, Post 2009ﾼ Model Year" "1.6 Duratec Ti-VCT (115PS) 3/5 Door Saloon" "4" "Manual" 1596 "Petrol" 8.7 5.4 6.6 71 157 580 31
"Subaru" "Impreza AWD 2011 MY" "1.5 RC" "5" "Manual" 1498 "Petrol" 9.7 6.4 7.6 73 176 212 18
"Mercedes-Benz" "C-Class Saloon, Model Year 2013" "C 350 CDI with 17\" rear wheels" "5" "Automatic" 2987 "Diesel" 7.2 5.2 5.9 71 154 303 147
"Mercedes-Benz" "SLR" "Coupé" "3" "Automatic" 5439 "Petrol" 20.9 10.8 14.5 74 348 654 36
"Vauxhall" "Astra GTC, Model Year 2013" "2.0 CDTi 165PS 16V SRI with 17\" wheels" "5" "Automatic" 1956 "Diesel" 7.6 4.5 5.6 72 149 76 104
"Cadillac" "CTS" "2.8 V6" "4" "Automatic" 2792 "Petrol" 16.8 7.7 11 73 263 205 43
"Mercedes-Benz" "New C-Class (S203) Estate" "C 180" "3" "Manual" 1998 "Petrol" 13.6 7.3 9.6 74 230 300 100
"Ford" "Focus, Pre 2009ﾼ Model Year" "1.6 Duratorq TDCi (109PS) 3/5 Door Saloon (ECO +DPF)" "4" "Manual" 1560 "Diesel" 5.6 3.6 4.3 70 115 18 210
"Volkswagen" "Transporter Window Van LWB Highroof (from Oct 2003)" "T30 (104 PS) TDI PD 1.9" "3" "Manual" 1896 "Diesel" 10.1 7.3 8.3 75 224 100 600
"Porsche" "Panamera" "S 6-speed" "5" "Manual" 4806 "Petrol" 18.8 8.9 12.5 74 293 274.5 24.7
"Volkswagen" "Touareg" "5.0 V10 TDI (313 PS)" "3" "Automatic" 4921 "Diesel" 17.1 9.8 12.3 72 332 261 525
"Mercedes-Benz" "C Class Estate (F/Lift)" "C200 CDI 245 Tyres" "4" "Manual" 2148 "Diesel" 9.2 5.6 6.9 71 183 43 237
"Porsche" "Boxster S" "6-Speed VarioCam Plus" "4" "Manual" 3387 "Petrol" 15.3 7.8 10.6 75 254 436 15
"Vauxhall" "Vectra, MY2004" "3.2i V6 24v Elite 5 Door Hatchback From VIN: W0L0ZCF6848000939" "4" "Automatic" 3175 "Petrol" 15.4 7.5 10.4 74 250 252 30
"Mercedes-Benz" "CLC-Class" "CLC 180 Kompressor 205 Tyres at rear" "4" "Manual" 1796 "Petrol" 9.9 5.6 7.2 73 170 286 25
"Volkswagen" "Golf Hatchback (5 Door)" "V5 (170 bhp)" "4" "Manual" 2324 "Petrol" 12.5 6.7 8.8 72 211 461 48
"Mercedes-Benz" "A-Class (C169) 3 Door MY09" "A 150 195 Tyres at rear" "4" "Manual" 1498 "Petrol" 8.1 5.5 6.5 71 155 305 5
"Ford" "Focus Model Year - Pre 2010" "1.6 Duratorq TDCi (90ps) 5 Door Saloon" "5" "Manual" 1560 "Diesel" 5.8 3.8 4.5 69 119 453 132
"Peugeot" "607" "2.2 HDi FAP (136 bhp)" "3" "Manual" 2179 "Diesel" 8.8 5.4 6.6 72.7 177 300 500
"Audi" "A3 Sportback" "S3 2.0 TFSI 265PS quattro S-Tronic" "5" "Automatic" 1984 "Petrol" 11.2 6.8 8.4 72 195 266 35
"Ford" "Grand C-MAX Model Year Post 2012" "1.6 Duratec Ti-VCT (125PS)" "5" "Manual" 1596 "Petrol" 8.6 5.5 6.7 68 154 342 51
"Mercedes-Benz" "Viano, Model Year 2011" "Viano 3.0 CDI Ambiente Long EU5" "5" "Automatic" 2987 "Diesel" 10.9 7.2 8.6 71 226 353 253
"Peugeot" "208 Hatchback" "1.6 e-HDi 92 5 door" "5" "Manual" 1560 "Diesel" 4.5 3.4 3.8 71.5 98 411 109
"BMW" "1 Series 5-door F20 From September 2011" "120d 5-door - 225/45 R17 tyres front & rear" "6" "Automatic" 1995 "Diesel" 5.4 4.1 4.6 75 121 115 30
"Skoda" "Octavia Hatchback" "1.6 CR TDI 105ps with 7speed DSG" "5" "Automatic" 1598 "Diesel" 5.6 4.2 4.7 69 123 79 97
"Audi" "A6 Avant (from NOV 06 Wk 45 >)" "2.8 V6 FSI 210ps Multitronic" "4" "Automatic" 2773 "Petrol" 12.8 6.5 8.8 73 209 217 53
"Ford" "New Kuga, Model Year Post 2013" "1.6 EcoBoost (180PS)" "5" "Automatic" 1596 "Petrol" 10.2 6.3 7.7 74 179 273 21
"Nissan" "Juke Model Year 2011" "1.6 DiG-T" "5" "Manual" 1618 "Petrol" 9.1 5.6 6.9 72 159 215 5
"Honda" "NSX" "3.2i Targa (Open Top)" "3" "Manual" 3179 "Petrol" 17.9 9.1 12.4 72 291 740 53
"Skoda" "Fabia Estate" "1.4 16V 100bhp 5 seat" "4" "Manual" 1390 "Petrol" 9.1 5.5 6.8 73 163 310 42
"Ford" "Ka" "1.3 Duratec - no AC (14 inch tyre)" "4" "Manual" 1299 "Petrol" 8.4 4.9 6.2 71 147 325 43
"Peugeot" "NEW PARTNER TEPEE" "1.6 HDi 92 7 seat" "5" "Manual" 1560 "Diesel" 6.4 5 5.5 74.5 144 270 167
"BMW" "1 Series 5-door F20 From September 2011" "120d 5-door - 205/55 R16 tyres" "6" "Manual" 1995 "Diesel" 5.7 4 4.6 74 122 174 72
"Honda" "Accord Saloon Model Year 2013" "2.2 i-DTEC ES GT EX" "5" "Automatic" 2199 "Diesel" 8.1 5 6.1 68 162 88 150
"Audi" "A6 Avant" "2.0 TFSI 170ps" "5" "Manual" 1984 "Petrol" 10.2 5.9 7.5 72 174 396.1 29.3
"Volvo" "All-New V70 Model Year 08" "2.5 T" "4" "Manual" 2521 "Petrol" 13.1 7.1 9.3 71 222 170 12
"Toyota" "Prius, MY2012" "T Spirit with Solar Roof 1.8 VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 3.9 3.7 3.9 69 89 258 6
"Seat" "Exeo" "2.0 TFSI 200ps" "5" "Manual" 1984 "Petrol" 10.9 5.8 7.7 72 179 199.5 21.3
"Ford" "Focus Model Year Post 2012" "2.0 Duratorq TDCi (140PS) 5 Door (+DPF)" "5" "Manual" 1997 "Diesel" 6.1 4.1 4.9 69 124 253 140
"Volkswagen" "LT 35 Window Van MWB + LWB High Roof" "109 PS TDI 2.5 Axle Ratio 4.111" "3" "Manual" 2461 "Diesel" 12.3 7.8 9.4 74 254 308 693
"Toyota" "Yaris Hybrid MY2012" "T4 1.5 VVT-I hybrid E-CVT" "5" "Automatic" 1497 "Hybrid" 3.1 3.5 3.5 73 79 197 6
"Saab" "9-5 MY2009 4 Door Saloon" "2.3TS" "4" "Automatic" 2290 "Petrol" 15.4 7.1 10.2 73 244 372 13
"Mercedes-Benz" "New C-Class (CL203) Sports Coupé" "C320 (225 Tyres)" "3" "Manual" 3199 "Petrol" 16.3 7.8 10.9 73 262 200 100
"Toyota" "Prius Plus, MY2012" "T4 1.8 VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 3.8 4.2 4.1 68 96 101 6
"Alfa Romeo" "159 Sportwagon" "1.9 JTDM 16v QTronic" "4" "Automatic" 1910 "Diesel" 10 5.6 7.2 74 190 52 214
"Toyota" "Auris , MY2013" "Excel 1.8 VVT-i hybrid" "5" "Automatic" 1798 "Hybrid" 3.9 3.9 3.9 71 91 124 6
"Ford" "Focus, Model Year Post 2010¼" "1.6 Duratorq TDCi (109PS) 5 Door Saloon (ECO Start-Stop)" "4" "Manual" 1560 "Diesel" 4.5 3.4 3.8 70 99 291 163
"BMW" "1 Series E81/E82/E87/E88" "116i 5-door" "5" "Automatic" 1995 "Petrol" 8.7 5.4 6.6 70 154 36.5 48.7
"Skoda" "New Octavia Estate" "1.4 TSI 122ps 7speed DSG" "4" "Automatic" 1390 "Petrol" 8 5.3 6.3 72 147 297 24
"Ford" "Fiesta, Model Year Post 2013" "1.6 Duratec TI-VCT (105PS)" "5" "Automatic" 1596 "Petrol" 8.4 4.5 5.9 74 138 314 18
"Honda" "Civic Hybrid Model Year 2010" "1.4 IMA EX Saloon" "5" "Automatic" 1339 "Hybrid" 5.2 4.3 4.6 68 109 190 12
"Volkswagen" "Sharan" "1.9 TDI PD (90 PS)" "3" "Manual" 1896 "Diesel" 8.3 5.8 6.7 73 181 100 400
"Toyota" "Prius 10" "Anniversary Special Edition 1.8VVT-i" "5" "Automatic" 1798 "Hybrid" 4 3.8 4 69 92 258 6
"Ford" "Mondeo Pre-2004 Model Year" "2.0 TDCi (115PS) Estate (16 inch tyre)" "3" "Manual" 1998 "Diesel" 7.9 4.8 5.8 71 154 204 469
"Citroen" "C5" "2.0HDi Auto" "4" "Automatic" 1997 "Diesel" 9.9 5.5 7.1 71.1 189 42 225
"Peugeot" "508 SW, From April 2011 onwards" "2.0 HDi FAP (163 bhp)" "5" "Manual" 1997 "Diesel" 6.7 4 5 72.7 130 314 157
"Volkswagen" "Passat Estate" "3.2 V6 FSI (250 PS) DSG 4MOTION SEL" "4" "Automatic" 3189 "Petrol" 14.1 7.7 10 73 238 390 38
"Chrysler Jeep" "09MY Jeep Cherokee" "2.8" "4" "Automatic" 2777 "Diesel" 11.7 7.5 9 73 242 30 307
"Smart" "Fortwo Coupé" "45 kW 175/195 Tyres at rear" "4" "Automatic" 999 "Petrol" 6.1 4 4.7 72 112 300 12
"Skoda" "Octavia Estate" "2.0 FSI 150bhp Tiptronic" "4" "Automatic" 1984 "Petrol" 11.8 6.3 8.3 73 198 179 43
"Ferrari" "All Models" "456M GT 2+2" "3" "Manual" 5474 "Petrol" 35.1 13.8 21.6 74.8 495 200 100
"Toyota" "Yaris Hybrid, MY2012" "T4 1.5 VVT-i hybrid E-CVT" "5" "Automatic" 1497 "Hybrid" 3.1 3.5 3.5 73 79 197 6
"MG Rover Group" "Rover 75 Saloon" "2.5 (from VIN RJ255552)" "3" "Automatic" 2497 "Petrol" 15.5 7.5 10.5 70 249 600 100
"Citroen" "C3" "1.4HDi" "4" "Manual" 1398 "Diesel" 5.3 3.8 4.4 73.1 115 235 226
"Renault" "Mégane Coupé-Cabriolet" "1.6 VVT 111 Auto" "4" "Automatic" 1598 "Petrol" 10.8 6.1 7.8 70 187 532 35
"BMW" "1 Series 5-door F20 From September 2011" "118i 5-door - all tyre sizes" "5" "Manual" 1598 "Petrol" 7.6 4.9 5.9 74 137 271 29
"Mitsubishi" "Outlander" "Equippe" "4" "Manual" 1968 "Diesel" 8.4 5.5 6.6 76 174 127 227
"Mercedes-Benz" "C Class Estate (F/Lift)" "C320 up to 225 Tyres" "3" "Automatic" 3199 "Petrol" 14.8 8 10.5 74 249 335 39
"Peugeot" "207 Hatchback" "1.4 75 5 door" "5" "Manual" 1360 "Petrol" 8.6 4.9 6.3 73.6 145 366 36
"Mercedes-Benz" "SLK-Class (R171) MY09" "SLK 200 Kompressor 245 Tyres at rear" "4" "Manual" 1796 "Petrol" 11.2 6 7.9 74 188 255 18
"Hyundai" "Coupé" "2.7l V6 (New 2002 Model)" "3" "Manual" 2656 "Petrol" 14.6 7.9 10.4 73 250 144 48
"Hyundai" "i10" "1.1l SOHC (13\" & 14\" wheels)" "4" "Manual" 1086 "Petrol" 6.1 4.1 4.8 72.8 114 323 23
"Mercedes-Benz" "C Class Sports Coupé (F/Lift)" "C180 Kompressor 245 Tyres" "4" "Automatic" 1796 "Petrol" 11.9 6.3 8.4 73 200 479 11
"Citroen" "C3" "1.6i 16v" "4" "Manual" 1587 "Petrol" 8.6 5.2 6.5 72.4 155 292 25
"Ford" "Ka" "1.3 Duratec (no AC)" "3" "Manual" 1299 "Petrol" 8.4 4.9 6.2 71 147 397 20
"Ford" "Focus (Prior Model)" "2.0i 16V 4 Door Saloon" "4" "Automatic" 1988 "Petrol" 13 7.3 9.4 72 222 698 58
"Mercedes-Benz" "B-Class, Model Year 2013" "B 200 with 18\" rear wheels" "5" "Automatic" 1595 "Petrol" 7.6 5 5.9 73 139 177 12
"Volkswagen" "Golf Plus" "1.4 TSI 122PS 7speed DSG S" "5" "Automatic" 1390 "Petrol" 8 5.3 6.3 70 146 221 32
"Nissan" "Terrano II" "3.0 Turbo Diesel 3 door" "3" "Manual" 2953 "Diesel" 11.3 7.4 8.8 74 232 500 600
"Vauxhall" "Corsa 5 Door Hatchback Model Year 2010" "1.4i 16v (100ps)" "5" "Manual" 1398 "Petrol" 7 4.6 5.5 72 129 391 45
"Nissan" "Micra" "1.4" "4" "Manual" 1386 "Petrol" 7.9 5.4 6.3 74 154 483 22
"BMW" "5 Series F10/F11 From March 2010" "520d Saloon - 245/45 R18 tyres front & 275/40 R18 tyres rear" "6" "Manual" 1995 "Diesel" 6 4.5 5 75 133 103 26
"Mercedes-Benz" "A-Class (W169) 5 Door" "A160 CDI with DPF 185 Tyres" "4" "Automatic" 1992 "Diesel" 7 4.4 5.4 71 142 68 167
"Vauxhall" "Vectra, MY2008 5 Door Estate" "1.9CDTi 8v 120PS with 19\" wheel" "4" "Manual" 1910 "Diesel" 7.6 4.9 5.9 74 159 99 173
"Mercedes-Benz" "A-Class (W169) 5 Door" "A180 CDI no DPF 185 Tyres" "4" "Manual" 1992 "Diesel" 6.4 4.6 5.2 72 137 234 190
"Mitsubishi" "ASX" "ASX3 1.6 2WD" "5" "Manual" 1590 "Petrol" 7.5 4.9 5.9 70 135 598 28
"Mercedes-Benz" "New C-Class (W203) Saloon" "C 270 CDI" "3" "Automatic" 2685 "Diesel" 9.8 5.6 7.1 71 189 256 363
"Peugeot" "107 Facelift" "1.0 (68 bhp)" "4" "Manual" 998 "Petrol" 5.5 3.9 4.5 71 106 320 20
"Vauxhall" "Corsa, MY2004" "1.8 16v SRI 3 Door Hatchback From VIN: W0L0XCF0844000191" "4" "Manual" 1796 "Petrol" 11 5.8 7.7 74 185 657 11
"Hyundai" "ix20" "1.4l CRDi" "5" "Manual" 1396 "Diesel" 4.7 4.2 4.3 70 114 335 141
"BMW" "1 Series E81/E82/E87/E88" "125i Coupé" "5" "Manual" 2996 "Petrol" 11.9 6 8.2 73 190 290.1 25.4
"MG Rover Group" "Rover 75 Tourer" "2.0 D - 96kW" "3" "Automatic" 1951 "Diesel" 10 5.2 6.9 73 190 43 340
"Kia" "cee'd" "1.4" "4" "Manual" 1396 "Petrol" 7.6 5.2 6.1 72 145 416 28
"Saab" "9-5, Model Year 2011" "2.0T (220PS)" "5" "Manual" 1998 "Petrol" 11.9 6.1 8.2 71 189 396 27
"Jaguar Cars" "XK" "4.2L Convertible" "4" "Automatic" 4196 "Petrol" 17.1 8.1 11.3 74 269 835 21
"Ford" "Focus Pre-2004ﾽ Model Year" "1.8 TDCi 3/5 Door Saloon/Estate (16 inch tyre) (115PS)" "3" "Manual" 1753 "Diesel" 7.3 4.6 5.6 70 147 90 394
"Ford" "Mondeo 2004 Model Year Onwards" "1.8 Duratec SCi Estate" "4" "Manual" 1798 "Petrol" 10.1 5.9 7.4 70 179 407 7
"Volkswagen" "Phaeton" "6.0 W12 (450ps) 4MOTION Tiptronic LWB" "5" "Automatic" 5998 "Petrol" 21.4 10.5 14.5 70 348 494.4 29.9
"Mitsubishi" "Colt" "1.5 Manual" "4" "Manual" 1493 "Diesel" 6.3 4.1 4.8 74 126 120 196
"Chrysler Jeep" "Jeep Wrangler (03MY)" "4.0L" "3" "Manual" 3960 "Petrol" 20.5 9 13.2 74 315 1348 62
"Land Rover" "Freelander 2" "3.2 i6 - 2011 Model Year" "5" "Automatic" 3192 "Petrol" 15.5 8.1 10.7 72 255 149 28
"Mercedes-Benz" "CLK Cabriolet (A209)" "CLK 200 Kompressor 225 Tyres at rear" "4" "Manual" 1796 "Petrol" 12.2 6.5 8.6 73 205 327 37
"Suzuki" "Grand Vitara" "2.4 3 Door From VIN JSAJTAA4V00100049" "4" "Manual" 2393 "Petrol" 11.3 7.4 8.8 72 205 422 14
"Mercedes-Benz" "CLC-Class Coupé Model Year 2009" "CLC 200 CDI no DPF 205 Tyres at rear" "4" "Manual" 2148 "Diesel" 7.7 4.7 5.8 72 152 43 237
"Ford" "S-MAX Model Year Post 2012" "2.2 Duratorq (200PS) (+DPF)" "5" "Manual" 2179 "Diesel" 8.2 5.7 6.6 69 174 303 155
"Hyundai" "i10" "1.2l SOHC" "4" "Manual" 1248 "Petrol" 6.3 4.3 5 71.5 119 358 22
"Volkswagen" "Golf Cabriolet" "2.0 TSI 210PS GTI DSG" "5" "Automatic" 1984 "Petrol" 10.4 6.2 7.7 73 180 357 55
"Audi" "Q7" "3.0 V6 TDI quattro 245PS 8speed Tiptronic" "5" "Automatic" 2967 "Diesel" 8.6 6.7 7.4 72 195 279 140
"Volvo" "V40, Model Year 2014" "D2 Cross Country" "5" "Manual" 1560 "Diesel" 4.2 3.5 3.8 69 99 188 148
"Toyota" "Verso, MY2013" "1.6 valvematic 6 speed Manual" "5" "Manual" 1598 "Petrol" 8.3 5.6 6.6 73 154 437 16
"BMW" "5 Series E60/E61" "530i Touring - up to February 2007" "4" "Automatic" 2996 "Petrol" 13.3 7.3 9.5 70 230 221 52
"Renault" "Grand Scènic Model Year May 2009 onward" "1.5 dCi 110 FAP Stop Start" "5" "Manual" 1461 "Diesel" 4.5 3.9 4.1 71.1 105 342 141
"BMW" "5 Series E60/E61" "535d Saloon - with particle filter - up to February 2007" "4" "Automatic" 2993 "Diesel" 10.9 6.3 8 70 211 141 212
"Hyundai" "Matrix" "1.6l DOHC" "4" "Manual" 1599 "Petrol" 9.1 6.3 7.3 74 174 360 10
"Toyota" "Prius, Model Year 2009" "T4 1.8 VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 4 3.8 4 69 92 258 6
"Mercedes-Benz" "M-Class Model Year 2012" "ML 250 BLUETEC 4MATIC with 20 inch/21 inch rear wheels" "6" "Automatic" 2143 "Diesel" 7.6 5.8 6.5 73 170 246 52
"Vauxhall" "Insignia MY2009 4 Door Saloon" "2.0CDTi 16v (130PS)" "5" "Manual" 1956 "Diesel" 7.6 4.8 5.8 72 154 162.1 162
"Mercedes-Benz" "C-Class Model Year 2010" "C 180 Kompessor  BlueEFFICIENCY with 255/35 18\" rear wheels" "4" "Automatic" 1597 "Petrol" 10.8 6.2 7.9 73 187 335 8
"Ford" "New Transit Tourneo SWB Bus (FWD)" "2.0 Turbo Diesel (85PS) 4.54 FDR" "3" "Manual" 1998 "Diesel" 10.2 6.7 8 72 212 100 700
"BMW" "5 Series F10/F11 From March 2010" "520d Saloon - 225/55 R17 tyres front & rear" "6" "Automatic" 1995 "Diesel" 5.4 4.4 4.8 73 125 175 41
"Lexus" "LS600h, MY2013" "LS600h" "5" "Automatic" 5000 "Hybrid" 10.5 7.5 8.6 71.2 199 294 15
"Volvo" "C30 Model Year 08" "1.8" "4" "Manual" 1798 "Petrol" 10.1 5.7 7.3 72 174 482 9
"Peugeot" "406 Estate" "2.0 (138 bhp)" "3" "Automatic" 1997 "Petrol" 12.3 6.6 8.7 72.4 208 631 100
"Honda" "Accord 06 Tourer" "2.2 i-CTDi EX" "4" "Manual" 2204 "Diesel" 7.7 4.9 5.9 72.5 155 190 169
"Chrysler Jeep" "Chrysler PT Cruiser" "2.4 Hatchback" "4" "Manual" 2429 "Petrol" 13 7.3 9.4 74 223 535 7
"Renault" "Mégane Hatchback / Sport Hatchback" "1.6 VVT 111" "4" "Automatic" 1598 "Petrol" 10.7 6 7.7 70 184 336 26
"Chrysler Jeep" "Chrysler Grand Voyager 05MY" "3.3 Limited" "3" "Automatic" 3301 "Petrol" 18.2 10.5 13.3 70 319 754 29
"Mercedes-Benz" "CLS-Class (C219)" "CLS 350 245 Tyres at rear" "4" "Automatic" 3498 "Petrol" 14.3 7.8 10.1 73 241 140 20
"Ford" "Fiesta, Model Year Pre 2011¾" "1.6 Duratorq (95PS) (+DPF) (ECO)" "5" "Manual" 1560 "Diesel" 4.6 3.2 3.7 69 98 361 155
"Mercedes-Benz" "SLK-Class (R171) MY09" "SLK 350 245 Tyres at rear" "4" "Manual" 3498 "Petrol" 14.2 6.9 9.5 74 227 159 11
"Audi" "A3 Sportback (from NOV 06 Wk 45 >)" "2.0 TFSI 200ps quattro" "4" "Manual" 1984 "Petrol" 12.4 6.9 8.9 74 212 215 18
"Peugeot" "407 SW" "2.0 (143 bhp)" "4" "Manual" 1997 "Petrol" 11.3 6.5 8.3 73 196 964 17
"Mazda" "CX-5 Model Year 2012" "2.2 SKYACTIV-D (150PS) 2WD" "6" "Manual" 2191 "Diesel" 5.4 4.1 4.6 71 119 97 68
"Ford" "Focus, Post 2009ﾼ Model Year" "1.8 Duratec (125PS) Estate" "4" "Manual" 1798 "Petrol" 9.5 5.6 7 71 167 413 34
"Hyundai" "Grandeur" "3.3l V6" "4" "Automatic" 3342 "Petrol" 15.1 7.4 10.2 70 245 367 13
"BMW" "3 Series E90/E91/E92/E93" "325i Coupé" "5" "Automatic" 2996 "Petrol" 10 5.9 7.4 68 174 135 38
"Mercedes-Benz" "E-Class Estate Model Year 2010" "E 350 CGI BlueEFFICIENCY with 265/35 18\" rear wheels" "5" "Automatic" 3498 "Petrol" 12.8 6.6 8.9 71 208 133 36
"Mercedes-Benz" "CLC-Class" "CLC 200 CDI no DPF 205 Tyres at rear" "4" "Manual" 2148 "Diesel" 7.7 4.7 5.8 72 152 43 237
"Toyota" "Prius MY2012" "T Spirit 1.8 VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 4 3.8 4 69 92 258 6
"Honda" "Accord 4 Door (2002 YM)" "2.3i Type - V (with Sat Nav)" "3" "Manual" 2254 "Petrol" 11.9 7 8.8 73 209 633 39
"Mercedes-Benz" "A-Class (C169) 3 Door" "A150 195 Tyres" "4" "Manual" 1498 "Petrol" 8.4 5.7 6.7 71 160 305 5
"Citroen" "C5" "C5 2.0 HDi 90 hp" "3" "Manual" 1997 "Diesel" 7.7 4.7 5.7 71.9 152 300 400
"Honda" "Insight Model Year 2011" "1.3 IMA ES ES-T EX" "5" "Automatic" 1339 "Hybrid" 4.7 4.5 4.6 67 105 61 7
"Toyota" "Prius" "1.5 VVT-i Hybrid" "4" "Automatic" 1497 "Hybrid" 5 4.2 4.3 69 104 180 10
"BMW" "Z4 Series E85/E86" "Z4 3.0si Roadster" "4" "Manual" 2996 "Petrol" 12.6 6.3 8.6 75 207 294 19
"Renault" "Clio MY 2006" "1.2 16V 75" "4" "Manual" 1149 "Petrol" 7.6 4.9 5.6 73.2 139 425 18
"Skoda" "Octavia Estate" "1.4 16V 80PS" "5" "Manual" 1390 "Petrol" 8.5 5.1 6.4 72 149 100 44
"Subaru" "Legacy (2007/08 Model Year)" "3.0 AWD Sports Tourer (Inc. Spec B)" "4" "Automatic" 3000 "Petrol" 13.8 7.4 9.8 71.3 231 182 38
"Hyundai" "i20" "1.2l" "5" "Manual" 1248 "Petrol" 6.5 4.3 5.1 72 119 635 17
"Lotus" "Elise" "2 seater sports cabriolet" "4" "Manual" 1796 "Petrol" 12.1 6.8 8.8 74 208 420 12
"Renault" "Mégane Classic" "1.9 dCi (105 bhp) From VIN LA0505" "3" "Manual" 1870 "Diesel" 6.8 4.4 5.2 70.2 139 500 400
"Lexus" "RX, MY2012" "RX450h Luxury" "5" "Automatic" 3456 "Hybrid" 6.5 6 6.3 71.6 145 245 7
"Aston Martin Lagonda" "Aston Martin" "DB7 Vantage (Coupé & Convertible)" "3" "Manual" 5935 "Petrol" 30.8 12.9 19.5 75 469 490 60
"Lexus" "GS MY2012" "GS450h 18 inch wheels" "5" "Automatic" 3456 "Hybrid" 6.7 5.5 6.1 70.1 141 185 6
